Country,Molluscs,Other_Invertebrates,Plants,Fungi_Protists,Total,Continent,Region,species_type,thr_count
Mexico,8,103,484,1,1261,North America,Mesoamerica,Fishes,181
Nicaragua,2,18,50,0,153,North America,Mesoamerica,Fishes,40
Panama,0,22,212,0,392,North America,Mesoamerica,Fishes,57
Anguilla,0,10,4,0,56,North America,Caribbean Islands,Fishes,32
Antigua and Barbuda,0,11,4,0,58,North America,Caribbean Islands,Fishes,31
Aruba,1,1,2,0,34,North America,Caribbean Islands,Fishes,24
Bahamas,1,11,7,0,88,North America,Caribbean Islands,Fishes,43
Barbados,0,11,3,0,57,North America,Caribbean Islands,Fishes,29
Bermuda,0,28,8,0,74,North America,Caribbean Islands,Fishes,27
"Bonaire, Sint Eustatius and Saba",0,11,3,0,57,North America,Caribbean Islands,Fishes,32
Cayman Islands,1,10,22,0,75,North America,Caribbean Islands,Fishes,31
Cuba,0,23,179,0,348,North America,Caribbean Islands,Fishes,44
Curacao,0,11,2,0,51,North America,Caribbean Islands,Fishes,28
Dominica,0,11,12,0,69,North America,Caribbean Islands,Fishes,31
Dominican Republic,0,16,47,0,195,North America,Caribbean Islands,Fishes,29
Grenada,0,10,3,0,55,North America,Caribbean Islands,Fishes,29
Guadeloupe,1,15,10,0,78,North America,Caribbean Islands,Fishes,31
Haiti,0,14,93,0,261,North America,Caribbean Islands,Fishes,30
Jamaica,0,15,215,0,318,North America,Caribbean Islands,Fishes,30
Martinique,2,0,9,0,54,North America,Caribbean Islands,Fishes,26
Montserrat,0,11,6,0,58,North America,Caribbean Islands,Fishes,30
Puerto Rico,0,0,64,0,139,North America,Caribbean Islands,Fishes,32
Saint Barth_lemy,0,11,2,0,38,North America,Caribbean Islands,Fishes,20
Saint Kitts and Nevis,0,10,2,0,54,North America,Caribbean Islands,Fishes,30
Saint Lucia,0,11,7,0,64,North America,Caribbean Islands,Fishes,30
Saint Martin (French part),0,10,3,0,55,North America,Caribbean Islands,Fishes,31
Saint Vincent and the Grenadines,0,10,6,0,60,North America,Caribbean Islands,Fishes,29
Sint Maarten (Dutch part),0,10,3,0,55,North America,Caribbean Islands,Fishes,31
Trinidad and Tobago,0,10,50,0,119,North America,Caribbean Islands,Fishes,37
Turks and Caicos Islands,0,10,9,0,62,North America,Caribbean Islands,Fishes,30
"Virgin Islands, British",0,10,20,0,81,North America,Caribbean Islands,Fishes,31
"Virgin Islands, U.S.",0,0,17,0,66,North America,Caribbean Islands,Fishes,29
Canada,17,20,18,7,155,North America,North America,Fishes,44
Saint Pierre and Miquelon,0,0,0,0,16,North America,North America,Fishes,3
United States,311,269,510,24,1589,North America,North America,Fishes,251
Argentina,0,14,70,1,273,South America,South America,Fishes,42
"Bolivia, Plurinational States of",2,1,106,0,239,South America,South America,Fishes,8
Brazil,22,34,558,0,1027,South America,South America,Fishes,93
Chile,1,12,73,0,221,South America,South America,Fishes,27
Colombia,4,49,268,0,861,South America,South America,Fishes,99
Ecuador,49,21,1859,7,2372,South America,South America,Fishes,61
Falkland Islands (Malvinas),0,0,5,0,22,South America,South America,Fishes,5
French Guiana,0,0,18,0,74,South America,South America,Fishes,30
Guyana,0,1,30,0,106,South America,South America,Fishes,33
Paraguay,0,0,20,0,64,South America,South America,Fishes,0
Peru,4,4,328,0,721,South America,South America,Fishes,52
Suriname,0,1,27,0,85,South America,South America,Fishes,32
Uruguay,0,2,22,0,112,South America,South America,Fishes,45
"Venezuela, Bolivarian Republic of",1,25,86,0,342,South America,South America,Fishes,45
American Samoa,5,60,1,0,93,Oceania,Oceania,Fishes,12
Australia,174,360,108,1,1005,Oceania,Oceania,Fishes,125
Christmas Island,0,19,1,0,40,Oceania,Oceania,Fishes,11
Cocos (Keeling) Islands,0,20,0,0,35,Oceania,Oceania,Fishes,11
Cook Islands,0,32,11,0,74,Oceania,Oceania,Fishes,11
Fiji,68,97,78,0,300,Oceania,Oceania,Fishes,20
French Polynesia,31,31,48,0,176,Oceania,Oceania,Fishes,28
Guam,6,54,5,0,101,Oceania,Oceania,Fishes,14
Kiribati,1,80,0,0,105,Oceania,Oceania,Fishes,14
Marshall Islands,1,72,0,0,100,Oceania,Oceania,Fishes,18
"Micronesia, Federated States of",3,111,5,0,168,Oceania,Oceania,Fishes,25
Nauru,0,68,0,0,83,Oceania,Oceania,Fishes,11
New Caledonia,28,97,350,0,592,Oceania,Oceania,Fishes,37
New Zealand,35,26,21,3,219,Oceania,Oceania,Fishes,38
Niue,0,30,0,0,51,Oceania,Oceania,Fishes,8
Norfolk Island,12,11,2,0,45,Oceania,Oceania,Fishes,6
Northern Mariana Islands,4,53,6,0,101,Oceania,Oceania,Fishes,14
Palau,40,106,5,0,185,Oceania,Oceania,Fishes,21
Papua New Guinea,2,176,179,2,524,Oceania,Oceania,Fishes,61
Pitcairn,5,11,7,0,42,Oceania,Oceania,Fishes,9
Samoa,1,62,2,0,94,Oceania,Oceania,Fishes,16
Solomon Islands,2,148,16,0,241,Oceania,Oceania,Fishes,24
Tokelau,0,35,0,0,49,Oceania,Oceania,Fishes,10
Tonga,4,43,5,0,80,Oceania,Oceania,Fishes,16
Tuvalu,1,77,0,0,97,Oceania,Oceania,Fishes,13
United States Minor Outlying Islands,0,47,0,0,70,Oceania,Oceania,Fishes,10
Vanuatu,3,88,10,0,139,Oceania,Oceania,Fishes,18
Wallis and Futuna,0,64,1,0,88,Oceania,Oceania,Fishes,12
